	Name Last High Low Change %Change Volume Date
 	Devon Energy	34.49	35.47	34.30	-1.33	-3.71%	5.53M	30/05	 
 	Digital	118.00	118.56	117.35	+0.19	+0.16%	580.86K	30/05	 
 	Discover	58.86	59.72	58.84	-0.94	-1.57%	2.89M	30/05	 
 	Discovery	26.20	26.24	25.76	+0.33	+1.28%	3.55M	30/05	 
 	Discovery Communications C	25.53	25.61	24.93	+0.28	+1.11%	983.69K	30/05	 
 	DISH Network	63.63	64.26	62.33	-0.49	-0.76%	1.13M	30/05	 
 	Dollar General	73.02	73.26	71.89	+0.70	+0.97%	2.35M	30/05	 
 	Dollar Tree	78.17	78.99	77.82	-0.11	-0.14%	1.98M	30/05	 
 	Dominion Resources	81.02	81.30	80.69	-0.01	-0.01%	1.88M	30/05	 
 	Dover	83.39	83.53	81.78	+0.89	+1.08%	984.77K	30/05	 
 	Dow Chemical	60.89	61.10	60.61	-0.17	-0.28%	3.97M	30/05	 
 	DR Horton	32.93	33.14	32.65	-0.18	-0.54%	2.03M	30/05	 
 	Dr Pepper Snapple	92.59	93.71	92.33	-0.86	-0.92%	1.17M	30/05	 
 	DTE Energy	109.15	109.49	108.41	+0.27	+0.25%	871.75K	30/05	 
 	Duke Energy	85.41	85.54	84.88	+0.34	+0.40%	2.50M	30/05	 
 	Dun&Bradstreet	104.01	105.28	103.95	-0.99	-0.94%	302.68K	30/05	 
 	DuPont	77.68	77.92	77.40	-0.17	-0.22%	1.38M	30/05	 
 	E-TRADE	34.74	34.99	34.55	-0.34	-0.97%	1.68M	30/05	 
 	Eastman Chemical	79.96	80.11	79.23	+0.05	+0.06%	1.54M	30/05	 
 	Eaton	77.72	77.81	77.12	+0.16	+0.21%	1.02M	30/05	 
 	eBay	34.62	34.83	34.37	-0.28	-0.80%	7.25M	30/05	 
 	Ecolab	131.56	131.65	130.64	+0.26	+0.20%	1.04M	30/05	 
 	Edison	80.67	80.81	79.84	+0.71	+0.89%	1.36M	30/05	 
 	Edwards Lifesciences	114.60	115.09	113.63	+0.35	+0.31%	1.12M	30/05	 
 	Electronic Arts	112.85	112.92	111.64	+0.72	+0.64%	2.36M	30/05	 
 	Eli Lilly	78.35	78.67	77.75	+0.30	+0.38%	3.24M	30/05	 
 	Emerson	58.95	59.15	58.59	+0.03	+0.05%	2.59M	30/05	 
 	Entergy	78.24	78.59	77.55	+0.59	+0.76%	1.04M	30/05	 
 	Envision Healthcare	54.86	55.26	54.43	-0.32	-0.58%	990.43K	30/05	 
 	EOG Resources	89.62	90.79	89.43	-1.60	-1.75%	3.16M	30/05	 
 	EQT	56.00	56.55	55.74	-0.69	-1.22%	2.45M	30/05	 
 	Equifax	136.71	136.88	135.34	+0.28	+0.21%	622.36K	30/05	 
 	Equinix	439.91	442.76	439.79	-1.31	-0.30%	345.44K	30/05	 
 	Equity Residential	65.31	65.47	64.96	+0.14	+0.21%	1.00M	30/05	 
 	Essex Property	255.19	256.72	254.24	-1.11	-0.43%	239.04K	30/05	 
 	Estee Lauder	93.99	94.05	92.85	+0.29	+0.31%	1.02M	30/05	 
 	Eversource Energy	61.48	61.66	61.30	+0.08	+0.13%	908.39K	30/05	 
 	Exelon	36.06	36.20	35.66	+0.24	+0.67%	3.84M	30/05	 
 	Expedia	144.15	145.19	143.77	-0.43	-0.30%	870.12K	30/05	 
 	Expeditors Washington	53.10	53.21	51.96	+0.57	+1.09%	870.69K	30/05	 
 	Express Scripts	59.60	59.94	59.20	-0.16	-0.27%	3.06M	30/05	 
 	Extra Space Storage	77.17	78.42	77.12	-0.83	-1.06%	875.87K	30/05	 
 	Exxon Mobil	81.10	81.34	81.04	-0.45	-0.55%	8.97M	30/05	 
 	F5 Networks	128.00	129.08	126.82	+0.84	+0.66%	489.48K	30/05	 
 	Facebook	152.38	152.90	151.64	+0.25	+0.16%	13.23M	30/05	 
 	Fastenal	43.27	43.68	43.14	-0.20	-0.46%	2.32M	30/05	 
 	Federal Realty Investment	123.82	126.22	123.79	-2.50	-1.98%	524.82K	30/05	 
 	FedEx	193.88	194.98	192.68	-0.38	-0.20%	1.08M	30/05	 
 	Fidelity National Info	85.29	85.39	84.79	+0.01	+0.01%	1.52M	30/05	 
 	Fifth Third	24.05	24.20	23.74	-0.21	-0.87%	4.85M	30/05	 
 	First Solar	39.50	39.92	37.40	+2.66	+7.22%	5.73M	30/05	 
 	FirstEnergy	29.19	29.42	28.79	+0.27	+0.93%	3.15M	30/05	 
 	Fiserv	124.53	124.70	123.69	+0.44	+0.35%	509.13K	30/05	 
 	FLIR Systems	37.77	37.87	37.08	+0.72	+1.94%	850.06K	30/05	 
 	Flowserve	48.30	48.55	47.48	+0.20	+0.42%	747.23K	30/05	 
 	Fluor	45.03	45.31	44.69	+0.05	+0.11%	790.18K	30/05	 
 	FMC	75.00	75.70	74.78	-0.25	-0.33%	549.30K	30/05	 
 	Foot Locker	59.66	60.64	59.26	-0.16	-0.27%	1.90M	30/05	 
 	Ford Motor	11.08	11.12	10.99	+0.15	+1.37%	36.08M	30/05	 
 	Fortive	63.35	63.79	63.03	-0.16	-0.25%	1.78M	30/05	 
 	Fortune Brands	62.89	62.98	62.52	+0.04	+0.06%	398.92K	30/05	 
 	Fox Inc	26.96	27.02	26.77	+0.01	+0.04%	2.25M	30/05	 
 	Franklin Resources	41.61	41.74	41.41	-0.09	-0.22%	2.43M	30/05	 
 	Freeport-McMoran	11.67	11.82	11.57	0.00	0.00%	9.88M	30/05	 
 	Frontier	1.32	1.38	1.31	-0.01	-0.75%	25.65M	30/05	 
 	Gap	22.54	22.81	22.43	+0.12	+0.54%	5.53M	30/05	 
 	Garmin Ltd	52.11	52.57	51.97	-0.29	-0.55%	673.00K	30/05	 
 	General Dynamics	202.01	202.65	200.95	-0.23	-0.11%	921.12K	30/05	 
 	General Electric	27.36	27.45	27.16	-0.09	-0.33%	36.44M	30/05	 
 	General Mills	56.57	57.11	56.26	-0.75	-1.31%	5.51M	30/05	 
 	General Motors	33.53	33.74	33.04	+0.46	+1.39%	13.92M	30/05	 
 	Genuine Parts	92.54	93.58	91.97	-0.74	-0.79%	1.03M	30/05	 
 	GGP	22.20	22.65	22.14	-0.45	-1.99%	6.91M	30/05	 
 	Gilead	64.49	64.77	64.30	-0.01	-0.02%	6.98M	30/05	 
 	Global Payments	91.98	92.26	91.58	+0.13	+0.14%	845.15K	30/05	 
 	Goldman Sachs	218.42	222.44	218.01	-4.36	-1.96%	3.10M	30/05	 
 	H&R Block	26.29	26.40	26.00	+0.18	+0.69%	1.65M	30/05	 
 	Halliburton	45.15	45.43	44.95	-0.61	-1.33%	8.48M	30/05	 
 	Hanesbrands	20.62	20.88	20.60	-0.08	-0.39%	3.47M	30/05	 
 	Harley-Davidson	53.01	53.09	52.12	+0.69	+1.32%	1.51M	30/05	 
 	Harris	110.53	111.28	109.86	-0.03	-0.03%	912.66K	30/05	 
 	Hartford	49.05	49.18	48.85	+0.05	+0.10%	1.33M	30/05	 
 	Hasbro	104.24	104.64	103.71	+0.03	+0.03%	503.57K	30/05	 
 	HCA	81.99	83.25	81.98	-0.71	-0.86%	1.24M	30/05	 
 	HCP	31.22	31.41	31.13	-0.01	-0.03%	1.85M	30/05	 
 	Helmerich&Payne	52.82	53.83	52.75	-0.85	-1.58%	1.78M	30/05	 
 	Henry Schein	182.89	183.19	181.85	+0.21	+0.12%	183.83K	30/05	 
 	Hershey	115.52	115.89	115.05	-0.44	-0.38%	729.96K	30/05	 
 	Hess	46.67	47.60	46.37	-1.47	-3.05%	4.54M	30/05	 
 	Hewlett Packard Enterprise Co	18.85	18.93	18.69	+0.02	+0.11%	17.74M	30/05	 
 	Hologic	43.11	43.51	42.89	-0.24	-0.55%	1.97M	30/05	 
 	Home Depot	153.88	154.56	153.52	-0.13	-0.08%	3.50M	30/05	 
 	Honeywell	132.93	133.22	132.63	-0.32	-0.24%	2.70M	30/05	 
 	Hormel Foods	33.27	33.37	32.90	+0.15	+0.45%	2.77M	30/05	 
 	Host Hotels Resorts	17.85	18.08	17.84	-0.22	-1.22%	3.74M	30/05	 
 	HP Inc	18.94	19.03	18.42	+0.47	+2.54%	16.42M	30/05	 
 	Humana	230.37	233.00	229.92	-1.88	-0.81%	1.02M	30/05	 
 	Huntington Bancshares	12.74	12.86	12.65	-0.12	-0.93%	8.31M	30/05	 
 	IBM	151.73	152.67	151.59	-0.76	-0.50%	3.67M	30/05	 
 	ICE	60.16	60.44	60.06	-0.19	-0.31%	1.98M	30/05	 
 	IDEXX Labs	167.93	168.91	167.31	+0.37	+0.22%	299.46K	30/05	 
 	Illinois Tool Works	141.10	141.42	139.79	+0.73	+0.52%	972.51K	30/05	 
 	Illumina Inc	173.58	176.51	173.02	-2.33	-1.32%	723.98K	30/05	 
 	Incyte	130.49	134.13	129.65	-3.89	-2.89%	1.72M	30/05	 
 	Ingersoll-Rand	89.19	89.39	88.54	-0.16	-0.18%	885.54K	30/05	 
 	Int Flavors & Fragrances	136.99	138.14	136.59	-1.45	-1.05%	458.54K	30/05	 
 	Intel	36.18	36.44	36.09	-0.08	-0.22%	13.03M	30/05	 
 	International Paper	53.28	53.74	52.73	+0.86	+1.64%	2.88M	30/05	 
 	Interpublic of Companies	24.71	24.85	24.63	+0.02	+0.08%	2.76M	30/05	 
 	Intuit	140.05	140.20	138.00	+1.49	+1.08%	2.61M	30/05	 
 	Intuitive Surgical	914.43	915.48	903.10	+4.07	+0.45%	310.10K	30/05	 
 	Invesco	31.62	31.99	31.51	-0.38	-1.19%	1.53M	30/05	 
 	Iron Mountain	35.04	35.39	35.01	-0.13	-0.37%	658.17K	30/05	 
 	J&J	127.11	127.39	126.19	+0.19	+0.15%	3.67M	30/05	 
 	Jacobs Engineering	52.63	52.83	52.27	-0.03	-0.06%	693.11K	30/05	 
 	JB Hunt	85.94	86.32	84.37	+1.40	+1.66%	589.38K	30/05	 
 	JM Smucker	127.77	127.98	127.29	-0.40	-0.31%	511.77K	30/05	 
 	Johnson Controls	41.98	42.08	41.79	-0.05	-0.12%	2.52M	30/05	 
 	JPMorgan	83.90	85.15	83.78	-1.46	-1.71%	12.60M	30/05	 
 	Juniper	29.30	29.43	29.10	+0.08	+0.27%	3.07M	30/05	 
 	Kansas City Southern	96.02	96.82	95.48	+0.07	+0.07%	1.12M	30/05	 
 	Kellogg	71.68	71.94	71.18	-0.42	-0.58%	1.83M	30/05	 
 	KeyCorp	17.83	17.92	17.67	-0.16	-0.89%	6.39M	30/05	 
 	Kimberly-Clark	128.97	129.42	128.39	-0.54	-0.42%	2.56M	30/05	 
 	Kimco	17.49	18.02	17.46	-0.54	-3.00%	6.23M	30/05	 
 	Kinder Morgan	18.42	19.00	18.40	-0.83	-4.31%	20.20M	30/05	 
 	KLA-Tencor	104.54	105.67	104.52	-0.20	-0.19%	1.06M	30/05	 
 	Kohl’s	38.79	39.13	38.61	+0.06	+0.15%	3.30M	30/05	 
 	Kraft Heinz	92.46	93.00	92.19	-0.53	-0.57%	1.95M	30/05	 
 	Kroger	29.76	29.82	29.33	+0.31	+1.05%	7.85M	30/05	 
 	L Brands	51.24	51.29	50.20	+0.73	+1.45%	3.65M	30/05	 
 	L3 Tech	166.14	167.34	165.04	-1.00	-0.60%	802.05K	30/05	 
 	Laboratory of America	138.52	140.53	138.22	-1.58	-1.13%	589.62K	30/05	 
 	Lam Research Corp	156.87	157.77	155.00	+1.75	+1.13%	2.08M	30/05	 
 	Leggett&Platt	51.91	52.24	51.70	-0.17	-0.33%	742.69K	30/05	 
 	Lennar	51.49	51.64	50.93	-0.04	-0.08%	1.62M	30/05	 
 	Leucadia National	24.40	24.54	24.23	-0.22	-0.89%	1.41M	30/05	 
 	Level 3 Communications	59.65	59.85	59.18	+0.18	+0.30%	1.41M	30/05	 
 	Lincoln National	64.87	65.09	64.28	-0.08	-0.12%	1.02M	30/05	 
 	LKQ	31.35	31.61	31.22	-0.20	-0.63%	1.38M	30/05	 
 	Lockheed Martin	280.09	282.84	279.73	-1.74	-0.62%	902.22K	30/05	 
 	Loews	46.88	46.94	46.56	-0.01	-0.03%	762.54K	30/05	 
 	Lowe’s	79.41	80.81	79.28	-1.50	-1.85%	6.94M	30/05	 
 	LyondellBasell Industries	80.56	80.87	80.26	-0.17	-0.21%	2.09M	30/05	 
 	M&T Bank	158.07	159.07	156.47	-1.38	-0.87%	475.71K	30/05	 
 	Macerich	57.55	58.75	57.54	-1.22	-2.08%	1.23M	30/05	 
 	Macy’s Inc	23.60	23.83	23.40	+0.16	+0.68%	6.78M	30/05	 
 	Mallinckrodt	43.67	44.45	43.08	+0.39	+0.90%	3.18M	30/05	 
 	Marathon Oil	13.12	13.43	13.11	-0.40	-2.96%	10.95M	30/05	 
 	Marathon Petroleum	52.42	53.19	52.32	-0.40	-0.76%	4.00M	30/05	 
 	Marriott Int	106.74	107.24	106.41	-0.16	-0.15%	2.13M	30/05	 
 	Marsh&McLennan	77.39	77.56	76.20	+1.02	+1.34%	3.55M	30/05	 
 	Martin Marietta Materials	226.72	228.52	224.67	-0.62	-0.27%	440.40K	30/05	 
 	Masco	36.99	37.08	36.73	-0.01	-0.03%	1.63M	30/05	 
 	Mastercard	121.65	121.79	121.03	+0.02	+0.02%	3.41M	30/05	 
 	Mattel	22.75	22.87	22.53	+0.22	+0.98%	10.60M	30/05	 
 	McCormick&Co	103.72	104.34	103.29	-0.76	-0.73%	306.08K	30/05	 
 	McDonald’s	149.93	150.33	149.52	+0.07	+0.05%	3.11M	30/05	 
 	McKesson	162.11	163.75	160.51	+0.91	+0.56%	1.11M	30/05	 
